title,n_views,pricing,amenities,number,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday
David Toutain,69,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 45 50 11 10,29 rue Surcouf 75007 Paris France,Mon12:00 PM - 2:00 PM7:00 PM - 9:30 PM,12:00 PM - 2:00 PM7:00 PM - 9:30 PM,12:00 PM - 2:00 PM7:00 PM - 9:30 PM,12:00 PM - 2:00 PM7:00 PM - 9:30 PM,12:00 PM - 2:00 PM7:00 PM - 9:30 PMClosed now,Closed,Closed
LiLi,10,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 58 12 67 50,19 avenue Kléber 75016 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM,7:00 PM - 10:30 PM,12:00 PM - 2:30 PMClosed now,7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM
Restaurant Mumi,6,Unclaimed ,NA,01 40 26 27 54,14 rue Sauval 75001 Paris France,MonClosed,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PMClosed now,12:00 PM - 2:30 PM7:00 PM - 10:00 PM,Closed
Robert et Louise,324,€€€ ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 42 78 55 89,64 rue Vieille du Temple 75003 Paris France,Mon6:30 PM - 10:30 PM,6:30 PM - 10:30 PM,6:30 PM - 10:30 PM,6:30 PM - 10:30 PM,12:00 PM - 3:00 PM6:30 PM - 10:30 PMClosed now,12:00 PM - 3:00 PM6:30 PM - 10:30 PM,12:00 PM - 10:30 PM
Le Bistrot des Vosges,52,€€ ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,01 42 72 94 85,31 bd Beaumarchais 75004 Paris France,Mon10:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 10:30 PM,9:00 AM - 11:00 PMOpen now,9:00 AM - 11:00 PM,9:00 AM - 10:30 PM
Les Embruns,64,€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 46 88 62,8 rue de Lyon 75012 Paris France,,,,,,,
Le Petit Pontoise,137,€€€ ,Takes ReservationsOffers DeliveryOffers TakeoutMany Vegetarian Options,01 43 29 25 20,9 rue de Pontoise 75005 Paris France,Mon12:00 PM - 2:30 PM6:30 PM - 10:30 PM,12:00 PM - 2:30 PM6:30 PM - 10:30 PM,12:00 PM - 2:30 PM6:30 PM - 10:30 PM,12:00 PM - 2:30 PM6:30 PM - 10:30 PM,12:00 PM - 2:30 PM6:30 PM - 10:30 PMClosed now,12:00 PM - 2:30 PM6:30 PM - 10:30 PM,12:00 PM - 2:30 PM6:30 PM - 10:30 PM
L'Auberge du Louvre,26,Unclaimed ,Takes ReservationsNo TakeoutAccepts Credit CardsClassy,01 45 08 44 69,98 rue Saint-Honoré 75001 Paris France,,,,,,,
L'Auberge du Louvre,26,€€ ,Takes ReservationsNo TakeoutAccepts Credit CardsClassy,01 45 08 44 69,98 rue Saint-Honoré 75001 Paris France,,,,,,,
Monsieur Bleu,158,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 47 20 90 47,20 avenue de New York Palais de Tokyo 75116 Paris France,Mon12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day)Closed now,12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day)
Monsieur Bleu,158,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 47 20 90 47,20 avenue de New York Palais de Tokyo 75116 Paris France,Mon12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day)Closed now,12:00 PM - 2:00 AM (Next day),12:00 PM - 2:00 AM (Next day)
Le P'tit Troquet,48,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 47 05 80 39,28 rue de l'Exposition 75007 Paris France,MonClosed,12:00 PM - 2:00 PM6:30 PM - 10:00 PM,12:00 PM - 2:00 PM6:30 PM - 10:00 PM,12:00 PM - 2:00 PM6:30 PM - 10:00 PM,12:00 PM - 2:00 PM6:30 PM - 10:00 PMClosed now,12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Closed
Le P'tit Troquet,48,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 47 05 80 39,28 rue de l'Exposition 75007 Paris France,MonClosed,12:00 PM - 2:00 PM6:30 PM - 10:00 PM,12:00 PM - 2:00 PM6:30 PM - 10:00 PM,12:00 PM - 2:00 PM6:30 PM - 10:00 PM,12:00 PM - 2:00 PM6:30 PM - 10:00 PMClosed now,12:00 PM - 2:00 PM6:30 PM - 10:00 PM,Closed
Le Petit Marché,92,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 72 06 67,9 rue Béarn 75003 Paris France,Mon12:00 PM - 3:00 PM7:00 PM - 12:00 AM (Next day),12:00 PM - 3:00 PM7:00 PM - 12:00 AM (Next day),12:00 PM - 3:00 PM7:00 PM - 12:00 AM (Next day),12:00 PM - 3:00 PM7:00 PM - 12:00 AM (Next day),12:00 PM - 3:00 PM7:00 PM - 12:00 AM (Next day)Closed now,12:00 PM - 4:00 PM7:00 PM - 12:00 AM (Next day),12:00 PM - 4:00 PM7:00 PM - 12:00 AM (Next day)
Pavillon Ledoyen,67,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 53 05 10 00,8 avenue Dutuit 75008 Paris France,Mon12:30 PM - 10:00 PM,12:30 PM - 10:00 PM,12:30 PM - 10:00 PM,12:30 PM - 10:00 PM,12:30 PM - 10:00 PMClosed now,Closed,Closed
L'Ambroisie,56,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 78 51 45,9 place des Vosges 75004 Paris France,MonClosed,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 10:30 PMClosed now,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,Closed
L'Ambroisie,56,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 78 51 45,9 place des Vosges 75004 Paris France,MonClosed,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 10:30 PMClosed now,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,Closed
Sacrée Fleur,89,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 51 66 18,50 rue Clignancourt 75018 Paris France,,,,,,,
Mich Sandwiches,72,€ ,Offers TakeoutNo ReservationsNo DeliveryLimited Vegetarian Options,06 06 06 06 06,10 place St Michel 75006 Paris France,Mon8:30 AM - 12:30 AM (Next day),8:30 AM - 12:30 AM (Next day),8:30 AM - 12:30 AM (Next day),8:30 AM - 12:30 AM (Next day),8:30 AM - 12:30 AM (Next day)Open now,8:30 AM - 12:30 AM (Next day),8:30 AM - 12:30 AM (Next day)
Le Soufflé,267,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 60 27 19,36 rue du Mont Thabor 75001 Paris France,Mon12:00 PM - 4:00 PM7:00 PM - 10:00 PM,12:00 PM - 4:00 PM7:00 PM - 10:00 PM,12:00 PM - 4:00 PM7:00 PM - 10:00 PM,12:00 PM - 4:00 PM7:00 PM - 10:00 PM,12:00 PM - 4:00 PM7:00 PM - 10:00 PMClosed now,12:00 PM - 4:00 PM7:00 PM - 10:00 PM,Closed
Le Soufflé,267,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 60 27 19,36 rue du Mont Thabor 75001 Paris France,Mon12:00 PM - 4:00 PM7:00 PM - 10:00 PM,12:00 PM - 4:00 PM7:00 PM - 10:00 PM,12:00 PM - 4:00 PM7:00 PM - 10:00 PM,12:00 PM - 4:00 PM7:00 PM - 10:00 PM,12:00 PM - 4:00 PM7:00 PM - 10:00 PMClosed now,12:00 PM - 4:00 PM7:00 PM - 10:00 PM,Closed
Semilla,95,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 54 34 50,54 Rue Seine 75006 Paris France,Mon12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PMClosed now,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM
Ô Chateau,146,€€ ,Takes ReservationsOffers DeliveryOffers TakeoutAccepts Credit Cards,01 44 73 97 80,68 rue Jean-Jacques Rousseau 75001 Paris France,Mon4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day),4:00 PM - 12:00 AM (Next day)Closed now,4:00 PM - 12:00 AM (Next day),Closed
La Cuisine de Philippe,36,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 29 76 37,25 rue Servandoni 75006 Paris France,Mon12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PMClosed now,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,Closed
La Cuisine de Philippe,36,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 43 29 76 37,25 rue Servandoni 75006 Paris France,Mon12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,12:00 PM - 2:00 PM7:00 PM - 10:00 PMClosed now,12:00 PM - 2:00 PM7:00 PM - 10:00 PM,Closed
Heureux Comme Alexandre,96,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 43 26 49 66,24 rue Parcheminerie 75005 Paris France,Mon6:30 PM - 11:00 PM,12:00 PM - 2:30 PM6:30 PM - 11:00 PM,12:00 PM - 2:30 PM6:30 PM - 11:00 PM,12:00 PM - 2:30 PM6:30 PM - 11:00 PM,6:30 PM - 11:00 PMClosed now,6:30 PM - 11:00 PM,12:00 PM - 2:30 PM6:30 PM - 11:00 PM
Heureux Comme Alexandre,96,€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 43 26 49 66,24 rue Parcheminerie 75005 Paris France,Mon6:30 PM - 11:00 PM,12:00 PM - 2:30 PM6:30 PM - 11:00 PM,12:00 PM - 2:30 PM6:30 PM - 11:00 PM,12:00 PM - 2:30 PM6:30 PM - 11:00 PM,6:30 PM - 11:00 PMClosed now,6:30 PM - 11:00 PM,12:00 PM - 2:30 PM6:30 PM - 11:00 PM
Le Cirque,9,Unclaimed ,Takes ReservationsAccepts Credit CardsOutdoor SeatingGood for Groups,01 42 78 35 00,141 rue Saint-Martin 75004 Paris France,Mon9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)Open now,9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)
Le Cirque,9,€€ ,Takes ReservationsAccepts Credit CardsOutdoor SeatingGood for Groups,01 42 78 35 00,141 rue Saint-Martin 75004 Paris France,Mon9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)Open now,9:00 AM - 2:00 AM (Next day),9:00 AM - 2:00 AM (Next day)
L'Apibo,28,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 55 34 94 50,31 rue Tiquetonne 75002 Paris France,Mon7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 10:30 PM,12:00 PM - 2:00 PM7:00 PM - 11:00 PMClosed now,7:00 PM - 11:00 PM,Closed
Frame,47,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 44 38 57 77,28 rue Jean Rey 75015 Paris France,Mon10:00 AM - 1:00 AM (Next day),10:00 AM - 1:00 AM (Next day),10:00 AM - 1:00 AM (Next day),10:00 AM - 1:00 AM (Next day),10:00 AM - 1:00 AM (Next day)Closed now,10:00 AM - 1:00 AM (Next day),10:00 AM - 1:00 AM (Next day)
万食如意 Fresh Noodles,49,€€ ,Takes ReservationsOffers DeliveryOffers TakeoutVegan Options,01 42 33 88 88,23 rue Saint-Denis 75001 Paris France,Mon11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PMClosed now,11:00 AM - 11:00 PM,5:00 PM - 11:00 PM
Brasserie de la Bourse,13,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 36 76 66,27 Rue Jean Jacques Rousseau 75001 Paris France,Mon11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PMClosed now,11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PM
Brasserie de la Bourse,13,€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 36 76 66,27 Rue Jean Jacques Rousseau 75001 Paris France,Mon11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PMClosed now,11:30 AM - 2:30 PM6:30 PM - 11:00 PM,11:30 AM - 2:30 PM6:30 PM - 11:00 PM
L'Avant Comptoir du Marché,10,Unclaimed ,No ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 44 27 07 97,14 rue Lobineau 75006 Paris France,,,,,,,
L'Avant Comptoir du Marché,10,€€ ,No ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 44 27 07 97,14 rue Lobineau 75006 Paris France,,,,,,,
"Shangri-La Hotel, Paris",42,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutVegan Options,01 53 67 19 98,10 avenue d'Iéna 75116 Paris France,,,,,,,
Le Gabriel,14,Unclaimed ,ClassyTV,01 58 36 60 50,42 avenue Gabriel 75008 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMClosed now,7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM
Le Gabriel,14,€€€€ ,ClassyTV,01 58 36 60 50,42 avenue Gabriel 75008 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMClosed now,7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM
Pedzouille,22,€€ ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,09 86 40 42 42,66 rue du Faubourg Poissonnière 75010 Paris France,Mon12:00 AM - 2:00 PM8:00 PM - 12:00 AM (Next day),12:00 AM - 2:00 PM8:00 PM - 12:00 AM (Next day),12:00 AM - 2:00 PM8:00 PM - 12:00 AM (Next day),12:00 AM - 2:00 PM8:00 PM - 12:00 AM (Next day),12:00 AM - 2:00 PM8:00 PM - 12:00 AM (Next day)Open now,12:00 AM - 12:00 PM8:00 PM - 11:30 PM,12:00 AM - 2:30 PM8:00 PM - 11:30 PM
Mystery Cuisine,10,€€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 40 20 03 02,37 Bis Rue De Montpensier 75001 Paris France,MonClosed,8:00 PM - 9:00 PM,8:00 PM - 9:00 PM,8:00 PM - 9:00 PM,8:00 PM - 9:00 PMClosed now,8:00 PM - 9:00 PM,Closed
Janine loves Sunday,59,Unclaimed ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 40 26 56 80,49 rue Montmartre 75002 Paris France,MonClosed,5:00 PM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 1:00 AM (Next day)Closed now,11:00 AM - 1:00 AM (Next day),11:30 AM - 4:30 PM
Janine loves Sunday,59,€€ ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 40 26 56 80,49 rue Montmartre 75002 Paris France,MonClosed,5:00 PM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 12:00 AM (Next day),11:00 AM - 1:00 AM (Next day)Closed now,11:00 AM - 1:00 AM (Next day),11:30 AM - 4:30 PM
Kokoro,6,€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 44 07 13 29,36 rue des Boulangers 75005 Paris France,Mon7:30 PM - 10:30 PM,12:00 PM - 2:00 PM7:30 PM - 10:30 PM,12:00 PM - 2:00 PM7:30 PM - 10:30 PM,12:00 PM - 2:00 PM7:30 PM - 10:30 PM,12:00 PM - 2:00 PM7:30 PM - 10:30 PMClosed now,Closed,Closed
El Nopal,143,€€ ,Offers TakeoutNo ReservationsNo DeliveryAccepts Credit Cards,07 86 39 63 46,3 rue Eugène Varlin 75010 Paris France,MonClosed,12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 11:00 PMClosed now,1:00 PM - 11:00 PM,1:00 PM - 9:00 PM
La Reine de Saba,41,€€ ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,01 48 05 21 47,78 rue Jean-Pierre Timbaud 75011 Paris France,Mon12:00 PM - 2:30 PM6:30 PM - 12:00 AM (Next day),12:00 PM - 2:30 PM6:30 PM - 12:00 AM (Next day),12:00 PM - 2:30 PM6:30 PM - 12:00 AM (Next day),12:00 PM - 2:30 PM6:30 PM - 12:00 AM (Next day),12:00 PM - 2:30 PM6:30 PM - 12:00 AM (Next day)Closed now,12:00 PM - 2:30 PM6:30 PM - 12:00 AM (Next day),Closed
Poulette,53,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,09 53 62 89 17,3 Rue Etienne Marcel 75001 Paris France,Mon12:00 PM - 2:45 PM7:00 PM - 11:00 PM,12:00 PM - 2:45 PM7:00 PM - 11:00 PM,12:00 PM - 2:45 PM7:00 PM - 11:00 PM,12:00 PM - 2:45 PM7:00 PM - 11:00 PM,12:00 PM - 2:45 PM7:00 PM - 11:00 PMClosed now,12:00 PM - 2:45 PM7:00 PM - 11:00 PM,7:00 PM - 10:45 PM
Carpe Diem Café,164,€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 21 02 01,21 rue des Halles 75001 Paris France,Mon9:30 AM - 2:00 AM (Next day),9:30 AM - 2:00 AM (Next day),9:30 AM - 2:00 AM (Next day),9:30 AM - 2:00 AM (Next day),9:30 AM - 2:00 AM (Next day)Closed now,9:30 AM - 2:00 AM (Next day),Closed
CoCo,4,Unclaimed ,Classy,01 42 68 86 80,1 place Jacques Rouché 75009 Paris France,,,,,,,
La Farnesina,19,€€€ ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,01 42 66 65 57,9 rue Boissy d'Anglas 75008 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMClosed now,Closed,Closed
Il Conte,6,Unclaimed ,Takes ReservationsOffers DeliveryOffers TakeoutAccepts Credit Cards,01 47 27 98 40,47 avenue Raymond Poincaré 75016 Paris France,Mon12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PMClosed now,Closed,12:00 PM - 3:00 PM7:00 PM - 11:30 PM
Il Conte,6,€€ ,Takes ReservationsOffers DeliveryOffers TakeoutAccepts Credit Cards,01 47 27 98 40,47 avenue Raymond Poincaré 75016 Paris France,Mon12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PM7:00 PM - 11:30 PM,12:00 PM - 3:00 PMClosed now,Closed,12:00 PM - 3:00 PM7:00 PM - 11:30 PM
Puerta del Sol,7,Unclaimed ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,09 82 28 72 06,13 rue de la Félicite 75017 Paris France,Mon12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 11:00 PMClosed now,1:00 PM - 11:00 PM,1:00 PM - 6:00 PM
Puerta del Sol,7,€€ ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,09 82 28 72 06,13 rue de la Félicite 75017 Paris France,Mon12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 10:00 PM,12:00 PM - 3:00 PM7:00 PM - 11:00 PMClosed now,1:00 PM - 11:00 PM,1:00 PM - 6:00 PM
Le Chalet des Iles,218,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 88 04 69,14 chemin de Ceinture du Lac 75016 Paris France,MonClosed,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PMClosed now,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM
Le Chalet des Iles,218,€€€ ,Takes ReservationsNo DeliveryNo TakeoutMany Vegetarian Options,01 42 88 04 69,14 chemin de Ceinture du Lac 75016 Paris France,MonClosed,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PMClosed now,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM
Le Voltaire,42,Unclaimed ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 61 17 49,27 quai Voltaire 75007 Paris France,Mon12:30 PM - 2:30 PM7:30 PM - 10:00 PM,12:30 PM - 2:30 PM7:30 PM - 10:00 PM,12:30 PM - 2:30 PM7:30 PM - 10:00 PM,12:30 PM - 2:30 PM7:30 PM - 10:00 PM,12:30 PM - 2:30 PM7:30 PM - 10:00 PMClosed now,12:30 PM - 2:30 PM7:30 PM - 10:00 PM,Closed
Le Voltaire,42,€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,01 42 61 17 49,27 quai Voltaire 75007 Paris France,Mon12:30 PM - 2:30 PM7:30 PM - 10:00 PM,12:30 PM - 2:30 PM7:30 PM - 10:00 PM,12:30 PM - 2:30 PM7:30 PM - 10:00 PM,12:30 PM - 2:30 PM7:30 PM - 10:00 PM,12:30 PM - 2:30 PM7:30 PM - 10:00 PMClosed now,12:30 PM - 2:30 PM7:30 PM - 10:00 PM,Closed
Le Coq Rico,104,€€€€ ,Takes ReservationsOffers TakeoutNo DeliveryMany Vegetarian Options,01 42 59 82 89,98 Rue Lepic 75018 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PMClosed now,12:00 PM - 2:30 PM7:00 PM - 11:00 PM,12:00 PM - 2:30 PM7:00 PM - 11:00 PM
Hugo & Co,13,Unclaimed ,Takes ReservationsNo Delivery,09 53 92 62 77,48 rue Monge 75005 Paris France,,,,,,,
Buzkashi,20,Unclaimed ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,09 53 41 92 30,7 rue des Dames 75018 Paris France,Mon7:30 PM - 12:00 AM (Next day),7:30 PM - 12:00 AM (Next day),7:30 PM - 12:00 AM (Next day),7:30 PM - 12:00 AM (Next day),7:30 PM - 12:00 AM (Next day)Closed now,7:30 PM - 12:00 AM (Next day),Closed
Buzkashi,20,€€ ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,09 53 41 92 30,7 rue des Dames 75018 Paris France,Mon7:30 PM - 12:00 AM (Next day),7:30 PM - 12:00 AM (Next day),7:30 PM - 12:00 AM (Next day),7:30 PM - 12:00 AM (Next day),7:30 PM - 12:00 AM (Next day)Closed now,7:30 PM - 12:00 AM (Next day),Closed
Le Sirocco,45,€€ ,Takes ReservationsOffers TakeoutNo DeliveryAccepts Credit Cards,01 43 31 13 13,8 bis rue Gobelins 75013 Paris France,Mon6:30 PM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PMClosed now,11:00 AM - 11:30 PM,11:00 AM - 11:00 PM
Le Dauphin,1 review,Unclaimed ,NA,01 44 07 28 17,20 place Dauphine 75001 Paris France,,,,,,,
Canard et Champagne,25,€€€ ,Takes ReservationsNo DeliveryNo TakeoutAccepts Credit Cards,09 83 30 06 86,57 passage des Panoramas 75002 Paris France,Mon12:00 PM - 2:30 PM7:00 PM - 10:15 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:30 PMClosed now,12:00 PM - 2:30 PM7:00 PM - 10:30 PM,12:00 PM - 2:30 PM7:00 PM - 10:00 PM
